Date,Code,Name,Open,High,Low,Close,Volume,Amount,Daily_Return_Pct,EMA20,EMA50,EMA200,SMA200,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal,MACD_Histogram,ROC20_Pct,RSI14,Volatility20_Pct,High252,Distance_EMA200_Pct,Distance_High252_Pct,Drawdown_Pct,Robust_Log_Trend,Robust_Log_Lower,Robust_Log_Upper,Robust_Log_Deviation_Pct,Robust_Log_Percentile,Amount_Ratio20,Money_Flow_Ratio_Pct,Estimated_Net_Flow,Estimated_Inflow,Estimated_Outflow,Estimated_Net_Flow_5,Money_Flow_Ratio_5_Pct,Estimated_Net_Flow_20,Money_Flow_Ratio_20_Pct,Flow_Confidence_Pct
2025-03-19,931160,通信设备,6859.2500,6861.4900,6739.2100,6761.1500,1456598261.0000,43782000000.0000,-2.3988,6841.5927,6849.8079,6427.6295,6301.1919,6887.8400,7358.8757,6416.8043,-37.6956,-36.2060,-1.4896,-5.1217,46.8928,32.4273,7617.3000,5.1889,-11.2395,-11.2395,7241.2574,5464.5796,13685.0881,-6.6302,41.6096,0.7758,-64.1151,-28070893032.3849,7855553483.8075,35926446516.1925,23256830307.2463,10.0047,227075831108.8476,20.1193,77.5834
2025-03-20,931160,通信设备,6765.1200,6797.4500,6722.8300,6727.8700,1279847993.0000,35683000000.0000,-0.4922,6830.7619,6845.0260,6430.6170,6305.4005,6867.9590,7330.6859,6405.2321,-41.8865,-37.3421,-4.5444,-5.5802,45.8752,32.4265,7617.3000,4.6225,-11.6764,-11.6764,7242.7511,5465.7068,13687.9111,-7.1089,40.4110,0.6464,-86.4916,-30862782363.9775,2410108818.0112,33272891181.9888,19415226403.0586,8.6877,168967870452.9340,15.3040,64.6387
2025-03-21,931160,通信设备,6697.8100,6744.4100,6574.9100,6588.7600,1807705704.0000,42962000000.0000,-2.0677,6807.7141,6834.9763,6432.1905,6309.7364,6828.3585,7241.6850,6415.0320,-55.7896,-41.0316,-14.7581,-10.7307,41.7925,29.6108,7617.3000,2.4342,-13.5027,-13.5027,7244.2451,5466.8343,13690.7346,-9.0484,36.5297,0.8133,-83.6578,-35941071386.4305,3510464306.7848,39451535693.2152,-61439416540.9338,-28.3184,61157617660.6900,5.7885,81.3263
2025-03-24,931160,通信设备,6587.0700,6630.3700,6441.1700,6576.0500,1670212817.0000,39730000000.0000,-0.1929,6785.6509,6824.8224,6433.6220,6313.5754,6792.3175,7159.0248,6425.6102,-67.0606,-46.2374,-20.8232,-9.8785,41.4297,29.5519,7617.3000,2.2138,-13.6695,-13.6695,7248.7290,5470.2180,13699.2087,-9.2800,36.0160,0.7817,42.5793,16916748414.3764,28323374207.1882,11406625792.8118,-33052350369.5479,-15.5280,72200515169.2154,7.1027,78.1689
2025-03-25,931160,通信设备,6581.4900,6619.7900,6452.1500,6466.5900,1214200042.0000,31106000000.0000,-1.6645,6755.2641,6810.7740,6433.9500,6317.3642,6755.2590,7095.3798,6415.1382,-83.8587,-53.7616,-30.0971,-10.2829,38.3427,29.7363,7617.3000,0.5073,-15.1065,-15.1065,7250.2243,5471.3464,13702.0345,-10.8084,33.3904,0.6355,-82.7726,-25747247434.9795,2679376282.5102,28426623717.4898,-103705245803.3961,-53.6602,50006530788.8300,5.1085,63.5532
2025-03-26,931160,通信设备,6455.9500,6511.4100,6439.2300,6439.4800,1102329993.0000,23923000000.0000,-0.4192,6725.1894,6796.2135,6434.0051,6321.1068,6714.5890,6996.5179,6432.6601,-98.2266,-62.6546,-35.5720,-11.2149,37.5955,29.4300,7617.3000,0.0851,-15.4624,-15.4624,7251.7199,5472.4751,13704.8610,-11.2007,32.8196,0.5116,-99.3073,-23757282349.6814,82858825.1593,23840141174.8407,-99391635120.6925,-57.3180,-40579822190.1721,-4.3394,51.1644
2025-03-27,931160,通信设备,6393.9200,6476.4600,6310.2600,6402.7300,1117153008.0000,26926000000.0000,-0.5707,6694.4790,6780.7828,6433.6939,6324.7394,6683.7140,6960.1896,6407.2384,-111.2957,-72.3829,-38.9129,-8.7960,36.5556,27.7432,7617.3000,-0.4813,-15.9449,-15.9449,7253.2157,5473.6039,13707.6880,-11.7256,32.0776,0.6035,11.2756,3036060409.1454,14981030204.5727,11944969795.4273,-65492792347.5696,-39.7777,-20748373.4878,-0.0023,60.3497
2025-03-28,931160,通信设备,6397.4200,6431.7900,6356.9100,6356.9100,936284493.0000,22513000000.0000,-0.7156,6662.3296,6764.1603,6432.9298,6328.3159,6668.5705,6979.6445,6357.4965,-123.9219,-82.6907,-41.2313,-4.5477,35.2465,21.5868,7617.3000,-1.1817,-16.5464,-16.5464,7254.7119,5474.7330,13710.5156,-12.3754,31.2215,0.5311,-100.0000,-22513000000.0000,0.0000,22513000000.0000,-52064720961.1391,-36.1064,27943448674.0349,3.2962,53.1129
2025-03-31,931160,通信设备,6314.6500,6376.1600,6264.6300,6362.4200,1102977432.0000,26684000000.0000,0.0867,6633.7668,6748.4058,6432.2282,6331.3230,6657.9180,6994.5561,6321.2799,-131.9625,-92.5450,-39.4174,-3.2401,35.5454,21.2520,7617.3000,-1.0853,-16.4741,-16.4741,7259.2023,5478.1217,13719.0019,-12.3537,31.2785,0.6545,75.3609,20109299739.9804,23396649869.9902,3287350130.0098,-48872169635.5351,-37.2638,53602498585.3652,6.5738,65.4505
2025-04-01,931160,通信设备,6379.9800,6398.1800,6337.5800,6348.2100,921567436.0000,21741000000.0000,-0.2233,6606.5709,6732.7118,6431.3922,6334.1004,6643.1450,7005.9059,6280.3841,-137.8918,-101.6144,-36.2774,-4.4472,35.0955,20.7791,7617.3000,-1.2934,-16.6606,-16.6606,7260.6997,5479.2517,13721.8319,-12.5675,30.8219,0.5494,-64.9175,-14113711881.1881,3813644059.4060,17927355940.5940,-37238634081.7437,-30.5769,-4719767289.1837,-0.5964,54.9438
2025-04-02,931160,通信设备,6349.2800,6457.6600,6340.7600,6401.1200,861931532.0000,24158000000.0000,0.8335,6587.0041,6719.7082,6431.0910,6337.5992,6627.2070,7002.8624,6251.5516,-136.7451,-108.6405,-28.1045,-4.7435,38.2308,20.5339,7617.3000,-0.4660,-15.9660,-15.9660,7262.1975,5480.3819,13724.6624,-11.8570,31.8493,0.6295,3.2678,789423096.6638,12473711548.3319,11684288451.6681,-12691928635.3986,-10.4013,-36679070274.5829,-4.7789,62.9501
2025-04-03,931160,通信设备,6291.0400,6342.4300,6148.7700,6204.7600,1123814103.0000,33143000000.0000,-3.0676,6550.5999,6699.5142,6428.8390,6339.8675,6594.3510,6996.1929,6192.5091,-149.9523,-116.9029,-33.0495,-9.5764,32.0442,20.9086,7617.3000,-3.4855,-18.5438,-18.5438,7263.6955,5481.5124,13727.4935,-14.5785,27.1119,0.9031,-42.1770,-13978726840.8552,9582136579.5724,23560863420.4276,-29706715885.3992,-23.1651,-86267424733.4217,-11.7537,90.3127
2025-04-07,931160,通信设备,5620.7800,5707.8400,5365.8700,5399.3000,1140866969.0000,31538000000.0000,-12.9813,6440.9523,6648.5254,6418.5948,6338.8304,6526.5785,7177.4151,5875.7419,-222.8443,-138.0912,-84.7531,-20.0666,18.6863,49.0287,7617.3000,-15.8803,-29.1179,-29.1179,7269.6907,5486.0367,13738.8238,-25.7286,8.7329,0.8850,-80.4486,-25371872327.9819,3083063836.0090,28454936163.9910,-32565588213.3811,-23.7248,-84755416175.8407,-11.8913,88.4965
2025-04-08,931160,通信设备,5343.3900,5443.6600,5148.2600,5245.4700,1742106741.0000,41413000000.0000,-2.8491,6327.0969,6593.5036,6406.9219,6336.8284,6451.2310,7299.1262,5603.3358,-289.6852,-168.4100,-121.2752,-22.3172,17.2107,49.2616,7617.3000,-18.1281,-31.1374,-31.1374,7271.1903,5487.1684,13741.6578,-27.8595,4.4521,1.1567,-34.1842,-14156684969.5328,13628157515.2336,27784842484.7664,-66831572922.8943,-43.9702,-118867651928.5477,-16.5998,100.0000
2025-04-09,931160,通信设备,5105.5100,5407.7600,4983.7600,5378.3100,1736416375.0000,38732000000.0000,2.5325,6236.7362,6545.8490,6396.6870,6335.3128,6384.6735,7342.8499,5426.4971,-328.1552,-200.3590,-127.7962,-19.8399,22.8746,51.0006,7617.3000,-15.9204,-29.3935,-29.3935,7272.6902,5488.3002,13744.4924,-26.0479,8.1050,1.0727,86.1085,33351540566.0378,36041770283.0189,2690229716.9811,-19366320475.6684,-11.4604,-114895554805.5021,-15.9104,100.0000
2025-04-10,931160,通信设备,5664.0800,5739.7900,5598.1600,5603.5500,1606972977.0000,42134000000.0000,4.1879,6176.4328,6508.8961,6388.7951,6334.3710,6325.2965,7321.7881,5328.8049,-336.5880,-227.6048,-108.9832,-17.4867,31.4394,53.7655,7617.3000,-12.2910,-26.4365,-26.4365,7274.1904,5489.4324,13747.3276,-22.9667,12.2146,1.1788,-92.3886,-38927020405.2812,1603489797.3594,40530510202.6406,-59082763977.6133,-31.6018,-147909497426.4580,-20.6911,100.0000
2025-04-11,931160,通信设备,5538.3100,5726.1000,5538.3100,5662.2700,1185728454.0000,30192000000.0000,1.0479,6127.4649,6475.6950,6381.5660,6332.3446,6274.9265,7298.1807,5251.6723,-334.6749,-249.0188,-85.6561,-15.1042,33.5123,54.0846,7617.3000,-11.2715,-25.6657,-25.6657,7275.6909,5490.5647,13750.1634,-22.1755,13.4132,0.8622,32.0198,9667420842.4304,19929710421.2152,10262289578.7848,-35436616294.3278,-19.2581,-111220898124.2378,-15.8802,86.2168
2025-04-14,931160,通信设备,5808.7900,5851.0700,5723.8100,5738.4900,1180546970.0000,30697000000.0000,1.3461,6090.4197,6446.7850,6375.1672,6330.3618,6221.5435,7239.7592,5203.3278,-323.2819,-263.8714,-59.4105,-15.6867,36.2085,53.6588,7617.3000,-9.9868,-24.6650,-24.6650,7280.1943,5493.9632,13758.6742,-21.1767,15.0114,0.9007,-76.9291,-23614932421.8139,3541033789.0931,27155966210.9069,-33679676388.1597,-18.3873,-179749402103.6136,-26.3721,90.0748
2025-04-15,931160,通信设备,5725.3500,5739.1300,5637.8600,5686.6500,803223108.0000,19607000000.0000,-0.9034,6051.9654,6416.9758,6368.3163,6327.4028,6163.8705,7165.9463,5161.7947,-314.8070,-274.0586,-40.7484,-16.8632,35.1640,53.4419,7617.3000,-10.7040,-25.3456,-25.3456,7281.6961,5495.0965,13761.5124,-21.9049,14.2123,0.5965,-3.6437,-714425101.2147,9446287449.3927,10160712550.6073,-20237416519.8416,-12.5416,-168993509447.8187,-25.7078,59.6535
2025-04-16,931160,通信设备,5624.5500,5625.5300,5489.1100,5581.2700,930861664.0000,21656000000.0000,-1.8531,6007.1373,6384.2030,6360.4850,6324.0969,6096.5680,7064.7369,5128.3991,-312.9860,-281.8440,-31.1419,-19.4310,33.0754,52.9341,7617.3000,-12.2509,-26.7290,-26.7290,7283.1981,5496.2300,13764.3511,-23.3679,11.5868,0.6893,35.1122,7603887992.9631,14629943996.4816,7026056003.5184,-45985069092.9162,-31.8708,-206295269453.7242,-32.8328,68.9330
2025-04-17,931160,通信设备,5538.0300,5634.4800,5538.0300,5560.4100,734579933.0000,16961000000.0000,-0.3738,5964.5918,6351.8974,6352.5240,6321.1252,6036.5310,6981.0375,5092.0245,-309.6565,-287.4065,-22.2499,-17.7594,32.6619,52.7212,7617.3000,-12.4693,-27.0029,-27.0029,7284.7005,5497.3637,13767.1904,-23.6700,10.9589,0.5640,-53.5925,-9089829860.0311,3935585069.9845,13025414930.0155,-16147878547.6661,-13.5568,-187314206281.3704,-31.1412,56.3958
2025-04-18,931160,通信设备,5553.2500,5698.6200,5553.2500,5682.9300,1158045080.0000,24333000000.0000,2.2034,5937.7669,6325.6634,6345.8614,6318.7073,5984.2840,6884.6119,5083.9561,-293.7454,-288.6743,-5.0711,-15.5315,37.5972,53.8652,7617.3000,-10.4467,-25.3944,-25.3944,7286.2032,5498.4977,13770.0302,-22.0042,13.9840,0.8246,78.4137,19080406342.4367,21706703171.2183,2626296828.7817,-6734893047.6598,-5.9467,-137371017574.9562,-23.2773,82.4639
2025-04-21,931160,通信设备,5715.9400,5778.9300,5668.1800,5775.9300,1284155275.0000,28119000000.0000,1.6365,5922.3538,6304.1052,6340.1904,6317.6803,5943.6425,6803.6352,5083.6498,-270.5131,-285.0420,14.5290,-12.3366,41.1245,54.2958,7617.3000,-8.8997,-24.1735,-24.1735,7290.7131,5501.9011,13778.5534,-20.7769,15.6963,0.9775,94.5824,26595623024.8307,27357311512.4154,761688487.5846,43475662398.9848,39.2819,-74834323163.6950,-13.0077,97.7532
2025-04-22,931160,通信设备,5752.6100,5759.8500,5714.5500,5725.3000,1453069914.0000,28164000000.0000,-0.8766,5903.5868,6281.4070,6334.0721,6317.3496,5901.1050,6714.6752,5087.5348,-253.2672,-278.6871,25.4199,-12.9371,39.8054,54.2826,7617.3000,-9.6111,-24.8382,-24.8382,7292.2170,5503.0360,13781.3956,-21.4875,14.6689,0.9992,-52.5386,-14796980132.4504,6683509933.7748,21480490066.2252,29393107367.7490,24.6518,-106548051710.5218,-18.9002,99.9184
2025-04-23,931160,通信设备,5805.7300,5919.1700,5774.3100,5873.5100,1735971567.0000,42330000000.0000,2.5887,5900.7224,6265.4110,6329.4894,6316.9292,5871.4510,6642.5390,5100.3630,-225.0463,-267.9589,42.9127,-9.1714,45.3334,55.2987,7617.3000,-7.2040,-22.8925,-22.8925,7293.7212,5504.1712,13784.2384,-19.4717,18.5502,1.4724,36.9598,15645093193.4282,28987546596.7141,13342453403.2859,37434312568.2141,26.7566,-65155711082.1141,-11.3321,100.0000
2025-04-24,931160,通信设备,5847.2500,5852.8100,5762.3200,5775.6300,1356452573.0000,29595000000.0000,-1.6665,5888.8088,6246.2039,6323.9784,6316.6763,5838.2585,6564.5330,5111.9840,-208.1793,-256.0030,47.8237,-10.3091,42.5540,55.4758,7617.3000,-8.6709,-24.1775,-24.1775,7295.2258,5505.3066,13787.0818,-20.8300,15.4680,1.0194,-70.5824,-20888856779.7545,4353071610.1228,25241928389.8772,25635285648.4906,16.8055,-62287285512.1872,-10.7274,100.0000
2025-04-25,931160,通信设备,5808.0600,5941.8200,5808.0600,5883.0500,1379041998.0000,36173000000.0000,1.8599,5888.2603,6231.9626,6319.5910,6316.2891,5812.2745,6491.5753,5132.9737,-184.0229,-241.6070,57.5841,-8.1165,46.4354,56.0911,7617.3000,-6.9077,-22.7673,-22.7673,7296.7306,5506.4422,13789.9258,-19.3742,18.7215,1.2264,12.1262,4386408941.3877,20279704470.6938,15893295529.3062,10941288247.4416,6.6561,-60936936979.9450,-10.3303,100.0000
2025-04-28,931160,通信设备,5883.8300,5884.9900,5800.8500,5802.7200,1012415645.0000,25461000000.0000,-1.3654,5880.1136,6215.1296,6314.4480,6314.9412,5784.5650,6416.2857,5152.8443,-169.4079,-227.1672,57.7593,-8.7179,44.0391,56.1932,7617.3000,-8.1041,-23.8218,-23.8218,7301.2470,5509.8505,13798.4613,-20.5243,16.3813,0.8590,-95.5550,-24329265509.8646,565867245.0677,24895132754.9323,-39983600287.2536,-24.7235,-62753202489.8096,-10.5853,85.8963
2025-04-29,931160,通信设备,5775.0700,5823.1000,5723.5900,5789.5700,974490113.0000,24769000000.0000,-0.2266,5871.4904,6198.4410,6309.2254,6313.9077,5755.9225,6329.5175,5182.3275,-157.0758,-213.1489,56.0731,-9.0036,43.6420,56.1688,7617.3000,-8.2364,-23.9945,-23.9945,7302.7531,5510.9871,13801.3076,-20.7207,15.8676,0.8383,32.6098,8077118380.0620,16423059190.0310,8345940809.9690,-17109501774.7412,-10.8064,-74785383849.7279,-12.6558,83.8326
2025-04-30,931160,通信设备,5796.0300,5848.4300,5766.8200,5827.5800,1062059926.0000,27048000000.0000,0.6565,5867.3085,6183.8974,6304.4329,6313.4395,5729.8910,6237.0071,5222.7749,-142.5918,-199.0375,56.4457,-8.2012,45.1805,56.2938,7617.3000,-7.5638,-23.4955,-23.4955,7304.2595,5512.1239,13804.1545,-20.2167,17.1804,0.9073,48.9033,13227370175.2235,20137685087.6117,6910314912.3883,-19527224792.9459,-13.6510,-47444301793.3163,-7.9575,90.7312
2025-05-06,931160,通信设备,5907.6500,6037.7000,5907.6500,6037.2100,1384188263.0000,37606000000.0000,3.5972,5883.4896,6178.1449,6301.7740,6314.2196,5711.6955,6141.3718,5282.0192,-112.8963,-181.8092,68.9129,-5.6851,52.8285,57.9050,7617.3000,-4.1982,-20.7434,-20.7434,7313.3045,5518.9496,13821.2484,-17.4489,21.4041,1.2336,99.2464,37322617608.6122,37464308804.3061,141691195.6939,38684249595.4207,25.6090,-10911107281.3679,-1.7897,100.0000
2025-05-07,931160,通信设备,6136.3800,6149.7300,5984.8800,6038.4300,1594861079.0000,36391000000.0000,0.0202,5898.2458,6172.6659,6299.1536,6314.9970,5703.3790,6099.7042,5307.0538,-88.2467,-163.0967,74.8500,-2.6807,52.8697,56.9238,7617.3000,-4.1390,-20.7274,-20.7274,7314.8131,5520.0880,13824.0994,-17.4493,21.3470,1.1875,-35.0318,-12748439490.4457,11821280254.7771,24569719745.2228,21549401163.5874,14.2452,-9680819930.9584,-1.5795,100.0000
2025-05-08,931160,通信设备,6058.0000,6309.8400,6055.8200,6278.7800,1754630386.0000,54890000000.0000,3.9803,5934.4872,6176.8273,6298.9509,6317.0927,5747.3530,6191.2711,5303.4349,-48.7555,-140.2285,91.4730,16.2888,60.2394,32.5045,7617.3000,-0.3202,-17.5721,-17.5721,7316.3219,5521.2267,13826.9510,-14.1812,27.7968,1.7254,75.5452,41466778206.4403,48178389103.2201,6711610896.7799,87345444879.8922,48.3362,57157830603.4638,8.9833,100.0000
2025-05-09,931160,通信设备,6246.2300,6249.5500,6150.2800,6193.6700,1591998716.0000,40272000000.0000,-1.3555,5959.1712,6177.4878,6297.9033,6317.0935,5794.7630,6216.1119,5373.4141,-24.0488,-116.9925,92.9437,18.0765,56.8495,30.6754,7617.3000,-1.6550,-18.6894,-18.6894,7317.8311,5522.3656,13829.8032,-15.3619,25.4566,1.2681,-12.5818,-5066961619.8246,17602519190.0877,22669480809.9123,74201364880.0056,37.8179,66247553953.1720,10.4306,100.0000
2025-05-12,931160,通信设备,6312.9600,6347.8900,6264.7500,6344.8900,1620678719.0000,43678000000.0000,2.4415,5995.9064,6184.0526,6298.3708,6317.6489,5843.0920,6283.5843,5402.5997,7.6454,-92.0650,99.7104,17.9718,61.0442,30.6110,7617.3000,0.7386,-16.7042,-16.7042,7322.3606,5525.7838,13838.3634,-13.3491,28.8242,1.3648,92.7833,40525871060.8612,42101935530.4306,1576064469.5694,101499865765.6434,47.6890,73421884447.9954,11.4708,100.0000
2025-05-13,931160,通信设备,6450.0200,6450.0200,6307.4600,6310.4400,1556644549.0000,44011000000.0000,-0.5430,6025.8619,6189.0089,6298.4909,6318.0466,5878.4365,6348.8015,5408.0715,29.6418,-67.7236,97.3654,12.6150,59.6222,28.2808,7617.3000,0.1897,-17.1565,-17.1565,7323.8711,5526.9236,13841.2179,-13.8374,28.2534,1.3712,-95.8193,-42171033950.6176,919983024.6912,43091016975.3088,22006214206.4136,10.0374,70177870902.6590,10.9319,100.0000
2025-05-14,931160,通信设备,6353.8000,6447.4900,6330.4600,6351.8200,1464993611.0000,44490000000.0000,0.6557,6056.9056,6195.3937,6299.0216,6319.3326,5912.9140,6414.8714,5410.9566,49.8387,-44.2111,94.0498,12.1780,60.8033,28.2347,7617.3000,0.8382,-16.6132,-16.6132,7325.3818,5528.0637,13844.0731,-13.2903,28.8813,1.3559,-63.4965,-28249610356.3191,8120194821.8404,36369805178.1596,6505043340.5402,2.8614,32260839703.9095,4.9159,100.0000
2025-05-15,931160,通信设备,6350.8100,6350.8100,6180.2100,6180.3100,1150852542.0000,32512000000.0000,-2.7002,6068.6584,6194.8022,6297.8404,6320.1878,5935.0050,6443.1630,5426.8470,51.4127,-25.0864,76.4991,7.6992,53.7814,30.3719,7617.3000,-1.8662,-18.8648,-18.8648,7326.8929,5529.2040,13846.9288,-15.6490,25.0000,0.9881,-99.8828,-32473885111.3715,19057444.3143,32492942555.6857,-67435619977.2716,-32.9014,23401887014.3519,3.5562,98.8108
2025-05-16,931160,通信设备,6152.4100,6282.2700,6148.5100,6233.3200,1243630727.0000,30381000000.0000,0.8577,6084.3404,6196.3127,6297.1984,6320.9833,5962.3385,6472.9249,5451.7521,56.2888,-8.8113,65.1001,9.6132,55.4923,30.0194,7617.3000,-1.0144,-18.1689,-18.1689,7328.4043,5530.3446,13849.7851,-14.9430,26.3128,0.9085,26.8092,8144906249.9997,19262953124.9999,11118046875.0001,-54223752107.4473,-27.7968,32261218365.5663,4.8235,90.8468
2025-05-19,931160,通信设备,6228.4100,6230.5300,6156.9100,6199.4300,1202805184.0000,27019000000.0000,-0.5437,6095.3013,6196.4349,6296.2256,6322.5030,5993.2465,6482.2016,5504.2914,56.7641,4.3037,52.4603,11.0756,54.1132,29.0145,7617.3000,-1.5374,-18.6138,-18.6138,7332.9403,5533.7677,13858.3576,-15.4578,25.3425,0.8015,15.5121,4191211355.6103,15605105677.8051,11413894322.1949,-90558411812.6982,-50.7577,28848541728.2134,4.2789,80.1509
2025-05-20,931160,通信设备,6206.3700,6253.9200,6163.9800,6225.3300,1304850876.0000,26969000000.0000,0.4178,6107.6850,6197.5680,6295.5201,6324.4268,6026.4925,6482.5176,5570.4674,58.5557,15.1541,43.4016,11.9581,55.0329,28.8184,7617.3000,-1.1149,-18.2738,-18.2738,7334.4529,5534.9092,13861.2163,-15.1221,25.9132,0.7883,36.4243,9823264843.2288,18396132421.6144,8572867578.3856,-38564113018.8518,-23.8978,47761636431.4733,6.9805,78.8324
2025-05-21,931160,通信设备,6228.7200,6234.6800,6174.7500,6194.9900,1304873244.0000,27802000000.0000,-0.4874,6115.9998,6197.4669,6294.5198,6326.4203,6052.0955,6485.0021,5619.1889,56.8718,23.4977,33.3741,9.0105,53.6757,28.3900,7617.3000,-1.5812,-18.6721,-18.6721,7335.9659,5536.0509,13864.0756,-15.5532,25.1712,0.8086,-32.4545,-9023008509.9285,9389495745.0357,18412504254.9643,-19337511172.4613,-13.3654,19658221579.1081,2.8586,80.8574
2025-05-22,931160,通信设备,6164.7000,6257.6000,6150.5500,6178.6800,1230913383.0000,28396000000.0000,-0.2633,6121.9693,6196.7302,6293.3672,6328.2301,6072.2330,6489.0511,5655.4149,53.6033,29.5188,24.0845,6.9729,52.9201,28.1343,7617.3000,-1.8224,-18.8862,-18.8862,7337.4791,5537.1929,13866.9355,-15.7929,24.7146,0.8255,-47.4451,-13472516020.5511,7461741989.7244,20934258010.2756,-336142081.6409,-0.2391,-20409917466.2737,-2.9667,82.5517
2025-05-23,931160,通信设备,6172.6800,6197.2000,6068.2800,6071.0900,1162261738.0000,25267000000.0000,-1.7413,6117.1237,6191.8031,6291.1555,6330.3254,6089.5225,6474.8397,5704.2053,41.8490,31.9848,9.8642,6.0397,48.1091,28.7950,7617.3000,-3.4980,-20.2987,-20.2987,7338.9927,5538.3351,13869.7959,-17.2762,21.6895,0.7377,-95.6407,-24165537542.6620,550731228.6690,24716268771.3310,-32646585874.3026,-24.1018,-29778474876.4853,-4.3468,73.7658
2025-05-26,931160,通信设备,6072.3900,6128.9200,6062.6100,6122.3000,1233682447.0000,23510000000.0000,0.8435,6117.6167,6189.0775,6289.4753,6332.8496,6101.9620,6474.4307,5729.4933,36.2480,32.8375,3.4105,4.2358,50.4195,27.6044,7617.3000,-2.6580,-19.6264,-19.6264,7343.5353,5541.7631,13878.3808,-16.6301,23.1735,0.7058,80.0332,18815800030.1615,21162900015.0807,2347099984.9193,-18021997199.7513,-13.6588,-26607768039.7520,-3.9937,70.5752
2025-05-27,931160,通信设备,6097.8100,6097.8200,5996.9500,6036.2000,1219861107.0000,26232000000.0000,-1.4063,6109.8627,6183.0823,6286.9552,6335.6328,6114.9905,6457.9488,5772.0322,24.5783,31.1856,-6.6074,4.5115,46.6580,27.3829,7617.3000,-3.9885,-20.7567,-20.7567,7345.0501,5542.9063,13881.2436,-17.8195,20.9475,0.7915,-22.1771,-5817486269.4557,10207256865.2721,16024743134.7279,-33662748312.4359,-25.6562,-11536397529.4532,-1.7404,79.1459
2025-05-28,931160,通信设备,6053.0400,6133.6600,6053.0400,6113.5300,1263592255.0000,29443000000.0000,1.2811,6110.2120,6180.3548,6285.2295,6338.3183,6126.5145,6452.5979,5800.4311,21.3240,29.2133,-7.8893,3.9177,50.2481,27.0018,7617.3000,-2.7318,-19.7415,-19.7415,7346.5652,5544.0496,13884.1071,-16.7838,22.6598,0.8975,50.0620,14739760357.2314,22091380178.6157,7351619821.3843,-9899979445.2760,-7.4521,-1183046113.6095,-0.1803,89.7451
2025-05-29,931160,通信设备,6135.5100,6281.7000,6135.5100,6266.4800,1598449611.0000,38837000000.0000,2.5018,6125.0946,6183.7322,6285.0430,6341.5056,6149.7025,6444.8789,5854.5261,30.7325,29.5171,1.2154,7.9921,56.4861,27.5016,7617.3000,-0.2954,-17.7336,-17.7336,7348.0806,5545.1933,13886.9710,-14.7195,26.8265,1.1601,79.1778,30750275326.6296,34793637663.3148,4043362336.6852,34322811901.9047,23.9536,53896494722.8846,8.0500,100.0000
2025-05-30,931160,通信设备,6207.2700,6215.2700,6150.6000,6187.9300,1509634259.0000,30870000000.0000,-1.2535,6131.0790,6183.8969,6284.0767,6344.5233,6169.6205,6414.3558,5924.8852,31.4875,29.9112,1.5763,6.8806,52.8230,28.0477,7617.3000,-1.5300,-18.7648,-18.7648,7349.5964,5546.3371,13889.8356,-15.8059,24.6575,0.9138,15.4477,4768691820.0092,17819345910.0046,13050654089.9954,63257041264.5758,42.4852,50588068162.8318,7.4876,91.3822
2025-06-03,931160,通信设备,6155.5800,6229.8300,6146.7100,6155.7100,1379023949.0000,28767000000.0000,-0.5207,6133.4248,6182.7915,6282.7994,6346.5682,6186.0270,6374.3328,5997.7212,29.1499,29.7590,-0.6090,5.6306,51.3520,28.1869,7617.3000,-2.0228,-19.1878,-19.1878,7355.6625,5550.9149,13901.2999,-16.3133,23.8584,0.8494,-78.3446,-22537380173.2435,3114809913.3783,25652190086.6218,21903861061.1709,14.2095,14823317814.3648,2.1885,84.9407
2025-06-04,931160,通信设备,6197.4700,6331.9800,6196.6600,6299.8100,1349838838.0000,39128000000.0000,2.3409,6149.2710,6187.3805,6282.9687,6349.3030,6199.1570,6380.6218,6017.6922,38.4815,31.5035,6.9780,4.3497,57.1054,26.5357,7617.3000,0.2680,-17.2960,-17.2960,7357.1799,5552.0599,13904.1674,-14.3719,27.3973,1.1527,52.4534,20523983446.6454,29825991723.3227,9302008276.6773,48245330777.2720,28.8816,-1975316347.6020,-0.2910,100.0000
2025-06-05,931160,通信设备,6303.4700,6506.5800,6283.6300,6491.9100,1655503410.0000,48069000000.0000,3.0493,6181.9033,6199.3228,6285.0477,6354.3607,6221.8310,6428.8268,6014.8352,60.6782,37.3384,23.3398,7.5099,63.3313,28.3407,7617.3000,3.2913,-14.7741,-14.7741,7358.6975,5553.2052,13907.0356,-11.7791,31.9064,1.3922,86.8401,41743167032.9670,44906083516.4835,3162916483.5165,75248737453.0076,40.5280,52516290175.8107,7.6051,100.0000
2025-06-06,931160,通信设备,6463.0200,6558.8700,6450.2900,6527.5500,1395717282.0000,41621000000.0000,0.5490,6214.8220,6212.1944,6287.4606,6361.0928,6234.2695,6479.7743,5988.7647,80.2204,45.9148,34.3056,3.9621,64.3647,24.9727,7617.3000,3.8185,-14.3063,-14.3063,7360.2154,5554.3507,13909.9043,-11.3131,32.6484,1.2291,42.3098,17609769202.4316,29615384601.2158,12005615398.7842,62108231328.8097,32.9565,28659281171.8020,4.2316,100.0000
